Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito;Títulos e Valores Mobiliários;Passivo Exigível;Captações;Patrimônio Líquido;Lucro Líquido;Número de Agências;Número de Postos de Atendimento
CITIBANK;30403;b1;S2;C;3;SAO PAULO;SP;dez/25;197.366.363;33.922.719;55.120.332;187.263.283;154.055.643;10.103.080;1.622.733;53;8
BANCOOB;51750;b1;S2;C;2;BRASILIA;DF;dez/25;191.702.052;40.472.569;50.191.835;185.727.204;162.329.079;5.974.848;476.951;7;0
BANRISUL;30173;b1;S2;C;1;PORTO ALEGRE;RS;dez/25;163.569.253;61.202.863;68.821.326;152.392.607;139.933.645;11.176.646;985.393;514;43
REDECARD INSTITUIÇÃO DE PAGAMENTO S.A.;1425787;n4;S1;C;2;SAO PAULO;SP;dez/25;159.478.486;0;9.181.695;119.767.289;7.071.750;39.711.197;1.888.089;1;0
C6 BANK;52072;b1;S3;C;2;SAO PAULO;SP;dez/25;148.192.770;90.335.175;38.558.889;142.060.612;102.324.113;6.132.158;1.411.068;6;0
JP MORGAN CHASE;20107;b1;S3;C;3;SAO PAULO;SP;dez/25;141.875.066;2.579.251;44.639.172;130.560.482;116.277.690;11.314.584;1.391.394;9;0
VOTORANTIM;51011;b1;S2;C;2;SAO PAULO;SP;dez/25;138.417.787;76.330.706;33.451.668;125.735.272;103.715.688;12.682.514;919.762;7;3
CIELO S.A. - INSTITUIÇÃO DE PAGAMENTO;1027058;n4;NA;C;2;BARUERI;SP;dez/25;121.479.030;0;8.409.105;110.371.199;10.313.875;11.107.831;1.216.884;1;0
NU PAGAMENTOS S.A. - INSTITUIÇÃO DE PAGAMENTO;18236120;n4;S2;C;3;SAO PAULO;SP;dez/25;115.273.842;70.380.481;638.905;92.213.845;5.141.327;23.059.997;6.765.003;1;0
DAYCOVAL;51987;b1;S3;C;2;SAO PAULO;SP;dez/25;99.741.408;60.597.400;21.446.091;92.666.060;82.237.582;7.075.348;928.860;60;0
INTERMEDIUM;51884;b1;S3;C;2;BELO HORIZONTE;MG;dez/25;96.197.403;43.056.735;28.969.995;88.908.157;74.083.716;7.289.246;586.421;4;0
MERCADO PAGO INSTITUIÇÃO DE PAGAMENTO LTDA.;10573521;n4;S3;C;3;OSASCO;SP;dez/25;88.281.605;18.001.342;4.819.515;85.076.821;50.273.384;3.204.783;14.807;1;0
STONE INSTITUIÇÃO DE PAGAMENTO S.A.;16501555;n4;S3;C;3;SAO PAULO;SP;dez/25;83.764.152;0;28.344.989;81.451.336;28.546.671;2.312.816;161.250;1;0
GETNET ADQUIRÊNCIA E SERVIÇOS PARA MEIOS DE PAGAMENTO S.A. INSTITUIÇÃO DE PAGAMENTO;10440482;n4;S1;C;3;SAO PAULO;SP;dez/25;79.310.428;0;113.911;75.874.641;676.360;3.435.787;385.100;1;0
PAGSEGURO INTERNET INSTITUIÇÃO DE PAGAMENTO S.A.;8561701;n4;S3;C;2;SAO PAULO;SP;dez/25;73.377.940;638.799;5.388.121;67.789.580;44.582.465;5.588.360;411.485;1;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;S2;C;1;FORTALEZA;CE;dez/25;73.287.661;18.930.771;42.873.679;57.221.501;22.141.401;16.066.160;1.699.831;301;1
ABC-BRASIL;41856;b1;S3;C;3;SAO PAULO;SP;dez/25;63.884.711;22.772.195;26.514.815;57.103.273;49.936.001;6.781.438;545.333;15;0
BANCO DA AMAZONIA S.A.;4902979;b1;S3;I;1;BELEM;PA;dez/25;63.323.902;38.591.917;19.031.272;56.162.497;15.278.156;7.161.405;530.259;115;0
BANCO VOLKSWAGEN S.A.;59109165;b2;S3;C;3;SAO PAULO;SP;dez/25;59.370.725;49.121.975;430.665;54.105.354;48.038.858;5.265.370;347.895;2;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;S3;I;3;SAO PAULO;SP;dez/25;57.083.522;38.576.116;7.494.250;51.405.347;47.378.808;5.678.175;298.283;19;0
BANCO BNP PARIBAS BRASIL S.A.;1522368;b1;S3;C;3;SAO PAULO;SP;dez/25;52.338.517;6.488.866;20.187.179;47.678.506;30.074.527;4.660.010;52.478;2;0
AGIBANK;51956;b1;S3;C;3;CAMPINAS;SP;dez/25;49.019.120;32.249.570;10.843.607;45.755.160;32.719.767;3.263.960;443.234;4;235
BMG;30290;b1;S3;C;2;SAO PAULO;SP;dez/25;48.904.529;21.723.747;16.510.370;44.988.311;34.397.279;3.916.218;320.565;35;2
PAGBANK-PAGSEGURO;52182;b1;S3;C;2;SAO PAULO;SP;dez/25;48.052.482;44.240.840;346.107;46.683.801;46.358.837;1.368.681;26.305;4;0
MERRILL LYNCH;51255;b1;S3;C;3;SAO PAULO;SP;dez/25;42.970.965;2.763.898;11.653.865;36.053.858;26.964.696;6.917.107;756.199;3;0
BANESTES;30159;b1;S3;C;1;VITORIA;ES;dez/25;39.798.563;12.215.378;17.900.800;37.386.866;35.757.764;2.411.697;219.669;88;62
PICPAY - FINANCEIRO;52632;b1;S3;C;2;SAO PAULO;SP;dez/25;39.154.162;23.031.015;10.207.599;38.040.008;29.245.268;1.114.154;-164.524;6;0
MERCANTIL DO BRASIL;20152;b1;S3;C;2;BELO HORIZONTE;MG;dez/25;37.762.023;22.668.635;4.206.553;35.433.669;28.252.319;2.328.354;271.072;11;298
BANCO CLASSICO S.A.;31597552;b1;S3;C;2;RIO DE JANEIRO;RJ;dez/25;37.618.502;0;31.744.426;17.611.376;5.402.792;20.007.126;74.545;2;0
BOCOM;52003;b1;S3;C;3;SALVADOR;BA;dez/25;32.641.101;16.244.630;10.005.128;30.997.726;28.151.810;1.643.376;211.287;8;0
PINE;50304;b1;S3;C;2;SAO PAULO;SP;dez/25;32.480.923;12.110.765;14.848.094;31.075.332;25.216.316;1.405.591;287.123;5;0
BANCO ORIGINAL S.A.;92894922;b1;S3;C;2;SAO PAULO;SP;dez/25;30.965.175;16.771.789;6.856.755;29.161.805;26.873.277;1.803.370;10.893;2;0
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S3;I;2;BELO HORIZONTE;MG;dez/25;30.750.159;160.754;14.862.969;29.072.918;947.027;1.677.241;124.072;0;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;S3;C;1;PORTO ALEGRE;RS;dez/25;29.251.260;23.558.908;4.975.818;24.017.363;22.071.643;5.233.897;395.970;4;0
GOLDMAN SACHS;51585;b2;S3;C;3;SAO PAULO;SP;dez/25;27.595.338;0;15.925.820;22.425.768;7.514.741;5.169.570;490.658;4;0
STONE IP - FINANCEIRO;84686;n1;S3;C;3;SAO PAULO;SP;dez/25;27.574.386;23.393.392;30.434;26.642.278;26.113.542;932.108;3.374;4;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;S3;I;3;CURITIBA;PR;dez/25;27.391.993;24.755.784;1.238;24.653.245;22.985.429;2.738.748;-141.325;2;0
STELLANTIS;52508;b2;S3;C;3;SAO PAULO;SP;dez/25;25.698.669;22.299.044;890.806;22.139.959;20.920.413;3.558.710;401.433;4;0
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;S3;I;2;BELO HORIZONTE;MG;dez/25;23.898.360;942.448;9.667.705;22.973.446;0;924.914;57.135;0;0
MORGAN STANLEY;51413;b1;S3;C;3;SAO PAULO;SP;dez/25;23.832.465;0;9.847.643;17.423.783;7.415.606;6.408.682;583.313;4;0
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;S3;I;2;FLORIANOPOLIS;SC;dez/25;23.468.747;325.485;4.104.944;21.985.877;807.345;1.482.870;83.455;0;0
PORTO SEGURO;51444;n1;S3;C;2;SAO PAULO;SP;dez/25;23.199.617;20.302.694;755.640;22.077.251;4.883.120;1.122.366;30.713;4;0
BANCO CSF S.A.;8357240;b2;S3;I;2;SAO PAULO;SP;dez/25;23.088.555;18.123.829;936.366;19.948.268;4.240.181;3.140.287;193.210;2;0
BANCO CRÉDIT AGRICOLE BRASIL S.A.;75647891;b1;S3;C;3;SAO PAULO;SP;dez/25;21.248.113;10.188.389;3.679.592;17.189.323;15.619.762;4.058.790;281.949;2;0
CCB;32119;b1;S3;C;3;SAO PAULO;SP;dez/25;21.097.449;12.594.782;5.757.509;19.182.993;16.926.656;1.914.455;0;16;1
DAIMLERCHRYSLER;51262;b2;S3;C;3;SAO BERNARDO DO CAMPO;SP;dez/25;20.167.121;18.557.179;297.427;17.788.050;17.094.189;2.379.071;66.477;4;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;S3;I;1;BELEM;PA;dez/25;19.508.379;14.982.788;1.698.921;17.265.716;16.386.149;2.242.664;75.227;165;34
BANCO FIBRA S.A.;58616418;b1;S3;C;2;SAO PAULO;SP;dez/25;19.148.595;5.149.408;9.882.953;17.855.864;16.679.537;1.292.731;111.543;2;0
DEUTSCHE BANK S.A. - BANCO ALEMAO;62331228;b1;S3;I;3;SAO PAULO;SP;dez/25;18.796.082;3.447.293;3.526.901;15.824.886;11.718.655;2.971.196;87.733;2;0
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;S3;I;2;RIBEIRAO PRETO;SP;dez/25;18.708.813;0;6.329.558;17.864.751;326.537;844.061;51.165;0;0
MERCADO PAGO IP - FINANCEIRO;84820;n1;S3;C;3;OSASCO;SP;dez/25;18.648.812;9.229.114;2.801.279;16.312.661;14.181.363;2.336.151;369.277;4;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S3;I;2;BEBEDOURO;SP;dez/25;18.262.538;8.878.896;2.283.008;14.747.822;12.943.124;3.514.716;227.759;0;127
SOFISA;31873;b1;S3;C;2;SAO PAULO;SP;dez/25;18.111.446;7.665.252;8.728.472;16.980.912;15.825.198;1.130.534;46.627;26;0
SCOTIABANK;52230;b1;S3;C;3;SAO PAULO;SP;dez/25;17.476.000;1.923.957;4.613.060;14.363.416;12.193.481;3.112.585;334.073;4;0
BANCO GM S.A.;59274605;b2;S3;C;3;SAO PAULO;SP;dez/25;17.233.383;13.562.657;0;14.588.642;13.027.943;2.644.741;221.605;2;0
BANCO VOLVO BRASIL S.A.;58017179;b2;S3;C;3;CURITIBA;PR;dez/25;16.928.541;14.444.496;1.232.397;12.940.541;12.826.368;3.988.000;210.961;2;0
COOPERATIVA CENTRAL DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;S3;I;2;FRANCISCO BELTRAO;PR;dez/25;16.922.961;97.269;3.787.875;16.209.271;10.293.919;713.689;30.733;0;0
CSFB GARANTIA;30771;b1;S3;C;3;SAO PAULO;SP;dez/25;16.634.329;3.271.858;4.080.984;11.735.358;7.429.042;4.898.970;-154.534;15;0
BR PARTNERS BANCO DE INVESTIMENTO S.A.;13220493;b2;S4;C;2;SAO PAULO;SP;dez/25;16.483.427;182.681;15.104.047;15.892.589;14.627.743;590.838;6.470;2;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S3;I;2;BLUMENAU;SC;dez/25;16.356.834;8.378.211;660.328;13.119.048;11.832.468;3.237.786;237.598;0;117
BANCO MIZUHO DO BRASIL S.A.;61088183;b1;S3;I;3;SAO PAULO;SP;dez/25;16.034.843;3.613.503;6.659.857;14.741.471;13.344.431;1.293.371;124.613;2;0
SCANIA BANCO S.A.;11417016;b2;S3;C;3;SAO BERNARDO DO CAMPO;SP;dez/25;15.723.529;15.011.638;1.022;14.435.997;14.306.516;1.287.532;-68.585;2;0
BANCO HSBC S.A.;53518684;b1;S3;I;3;SAO PAULO;SP;dez/25;15.623.723;4.976.603;4.934.838;14.084.763;11.823.773;1.538.960;138.959;2;0
CLOUDWALK INSTITUIÇÃO DE PAGAMENTO E SERVICOS LTDA;18189547;n4;S4;C;2;SAO PAULO;SP;dez/25;15.527.819;0;679.976;13.769.247;1.643.904;1.758.572;422.079;1;0
COOPERATIVA CENTRAL DE CRÉDITO UNICRED DO BRASIL - UNICRED DO BRASIL;315557;b3C;S3;I;2;SAO PAULO;SP;dez/25;15.209.280;0;9.196.916;14.548.813;145;660.467;-7.224;0;1
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;S3;I;1;BELO HORIZONTE;MG;dez/25;14.329.089;7.912.463;4.574.365;11.919.561;10.886.962;2.409.528;120.675;2;0
COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES;32428294;b3C;S4;I;2;VITORIA;ES;dez/25;14.285.333;124.759;3.743.310;13.599.905;519.843;685.428;15.724;0;0
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S3;I;2;SERTAOZINHO;SP;dez/25;14.233.416;8.250.156;350.012;12.371.068;11.535.481;1.862.348;121.569;0;43
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DEXIS - SICREDI DEXIS;79342069;b3S;S3;I;2;MARINGA;PR;dez/25;14.012.847;8.564.172;3.718.861;12.652.927;7.705.894;1.359.920;130.622;0;114
COOPERATIVA CENTRAL DE CRÉDITO - AILOS;5463212;b3C;S3;I;2;BLUMENAU;SC;dez/25;13.667.097;789.112;9.183.680;12.699.236;2.520.941;967.861;-3.255;0;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;S3;I;3;PORTO ALEGRE;RS;dez/25;13.551.609;11.737.782;0;12.463.383;11.393.248;1.088.226;-404.918;3;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;S3;I;2;LUCAS DO RIO VERDE;MT;dez/25;13.331.046;8.393.938;3.578.897;11.334.766;5.917.791;1.996.279;170.790;0;40
J.MALUCELLI;30881;b1;S4;C;2;CURITIBA;PR;dez/25;13.251.677;8.897.844;3.004.234;11.995.461;11.569.400;1.256.216;45.384;4;0
COOPERATIVA DE CRÉDITO CONEXÃO - SICOOB CONEXÃO;32430233;b3S;S5;I;2;LINHARES;ES;dez/25;13.152.012;8.022.133;869.302;10.642.907;8.998.278;2.509.105;429.697;0;47
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;S4;I;2;PALOTINA;PR;dez/25;13.081.271;7.704.164;3.646.413;11.861.266;8.139.154;1.220.004;187.114;0;98
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;S4;C;1;ARACAJU;SE;dez/25;12.754.701;4.904.437;3.209.833;11.844.163;11.303.622;910.539;106.597;65;7
BANCO INBURSA S.A.;4866275;b1;S4;I;3;SAO PAULO;SP;dez/25;12.592.665;12.242.787;202.591;11.198.015;11.057.340;1.394.650;49.623;2;1
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS, GRANDE CURITIBA, VALE DO RIBEIRA E FORÇA DOS VENTOS - SICREDI CAMPOS GERAIS E GRANDE CURITIBA PR/SP;81466286;b3S;S4;I;2;PONTA GROSSA;PR;dez/25;12.581.409;7.071.303;4.514.048;11.263.452;8.184.183;1.317.956;184.034;0;63
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;dez/25;12.214.079;7.012.408;3.439.319;10.764.085;7.311.687;1.449.995;148.942;0;102
PICPAY INSTITUIÇÃO DE PAGAMENTO S.A.;22896431;n4;S3;C;2;SAO PAULO;SP;dez/25;12.172.376;0;587.969;9.691.996;3.586.154;2.480.380;1.016.675;1;0
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;S3;C;3;SAO PAULO;SP;dez/25;12.149.917;10.433.060;0;10.867.417;10.447.143;1.282.500;205.086;2;0
COOPERATIVA DE CRÉDITO SICREDI SERRANA RS/ES;90608712;b3S;S4;I;2;CARLOS BARBOSA;RS;dez/25;12.146.390;6.145.821;4.749.526;10.866.335;8.279.552;1.280.055;155.195;0;53
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;S4;I;2;NOVA PETROPOLIS;RS;dez/25;11.237.440;5.834.368;4.211.611;10.031.224;8.136.809;1.206.217;113.107;0;59
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;S3;I;2;BRASILIA;DF;dez/25;11.149.831;4.816.870;1.028.467;3.475.084;3.286.952;7.674.747;137.603;61;0
HONDA;51396;b2;S4;C;3;SAO PAULO;SP;dez/25;10.959.767;9.100.948;276.239;9.507.626;8.881.468;1.452.141;103.930;4;0
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL E SUDESTE - CENTRAL SICREDI SUL/SUDESTE;87437687;b3C;S4;I;2;PORTO ALEGRE;RS;dez/25;10.931.584;0;9.176.103;8.290.160;10.068;2.641.423;10.535;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;S4;I;2;CHAPECO;SC;dez/25;10.912.414;7.020.303;175.166;9.609.439;8.125.511;1.302.975;95.507;0;102
SISPRIME DO BRASIL - COOPERATIVA DE CRÉDITO;2398976;b3S;S4;I;2;LONDRINA;PR;dez/25;10.460.224;5.510.648;3.891.531;8.623.097;8.438.270;1.837.127;191.617;0;50
BANCO DIGIMAIS S.A.;92874270;b1;S4;C;3;SAO PAULO;SP;dez/25;10.064.153;1.675.977;4.417.464;9.276.830;8.594.963;787.322;-10.788;3;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO - SICREDI UNIAO RS/ES;88894548;b3S;S4;I;2;SANTA ROSA;RS;dez/25;9.918.768;6.221.990;2.517.475;8.708.387;5.229.096;1.210.381;113.138;0;75
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA;32995755;b3S;S4;I;2;TANGARA DA SERRA;MT;dez/25;9.838.585;5.122.208;3.114.231;8.600.770;6.096.184;1.237.815;154.049;0;101
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;S5;I;2;GOIANIA;GO;dez/25;9.832.781;6.541.781;121.861;8.701.283;7.949.379;1.131.499;5.853;0;114
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO SUL DO MATO GROSSO DO SUL E BAHIA - SICREDI CENTRO-SUL MS/BA;26408161;b3S;S4;I;2;DOURADOS;MS;dez/25;9.785.138;6.322.921;2.082.181;8.415.011;5.241.796;1.370.127;120.039;0;63
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E PROFISSIONAIS DA AREA DE SAUDE DO BRASIL LTDA.;42898825;b3S;S5;I;2;BELO HORIZONTE;MG;dez/25;9.681.848;4.820.767;253.847;8.321.501;7.688.199;1.360.347;83.903;0;55
BANCO MUFG BRASIL S.A.;60498557;b1;S3;I;3;SAO PAULO;SP;dez/25;9.317.376;2.131.141;4.372.020;7.695.350;6.412.908;1.622.027;46.221;2;0
CREFISA;52010;b1;S4;C;2;SAO PAULO;SP;dez/25;9.277.379;4.560.093;1.819.479;2.267.162;1.009.317;7.010.216;277.343;6;1.189
BANCO PACCAR S.A.;28517628;b2;S4;I;3;PONTA GROSSA;PR;dez/25;8.895.778;8.147.977;0;6.049.208;5.728.057;2.846.569;87.474;2;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DOS ESTADOS DE MATO GROSSO DO SUL, TOCANTINS E OESTE DA BAHIA - SICREDI UNIÃO MS/TO E OESTE DA BA;24654881;b3S;S4;I;2;CAMPO GRANDE;MS;dez/25;8.846.370;5.410.611;2.085.280;7.879.891;4.526.797;966.479;69.389;0;60
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;S3;C;3;SAO PAULO;SP;dez/25;8.535.628;1.886.163;3.677.877;6.573.046;5.549.569;1.962.582;-246.224;2;0
INDUSTRIAL DO BRASIL;50988;b1;S4;C;2;SAO PAULO;SP;dez/25;8.507.140;5.954.149;1.499.291;7.763.897;6.848.103;743.243;66.260;12;0
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;S4;I;2;CURITIBA;PR;dez/25;8.443.690;0;7.093.991;6.514.755;18.076;1.928.936;8.221;0;0
BANCO SOCIETE GENERALE BRASIL S.A.;61533584;b1;S4;I;3;SAO PAULO;SP;dez/25;8.229.369;163.197;1.007.746;6.532.715;3.587.051;1.696.654;29.097;2;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DE ESTADOS RIO GRANDE DO SUL, SANTA CATARINA E MINAS GERAIS - SICREDI UNIESTADOS;87780268;b3S;S4;I;2;ERECHIM;RS;dez/25;8.212.060;4.510.020;2.840.698;7.298.682;5.156.896;913.378;58.234;0;71
HAITONG;51482;b2;S4;C;3;SAO PAULO;SP;dez/25;8.121.183;209.623;6.745.277;7.584.496;7.354.033;536.687;-42.790;6;0
CENTRAL SICOOB UNI DE COOPERATIVAS DE CRÉDITO;4243780;b3C;S4;I;2;GOIANIA;GO;dez/25;7.727.473;106.818;1.962.365;7.410.811;0;316.662;27.923;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC/PR/RS;81607046;b3S;S4;I;2;SAO MIGUEL D'OESTE;SC;dez/25;7.592.900;4.438.027;105.266;6.784.181;5.499.555;808.718;81.123;0;65
BANCO BS2 S.A.;71027866;b1;S3;C;2;BELO HORIZONTE;MG;dez/25;7.565.749;2.302.081;2.160.506;6.665.713;6.014.253;900.036;61.507;3;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DO SUDOESTE  DA AMAZÔNIA LTDA - SICOOB CREDISUL;3632872;b3S;S5;I;2;VILHENA;RO;dez/25;7.535.932;5.357.746;124.972;6.285.876;5.018.128;1.250.056;-14.562;0;47
FISERV DO BRASIL  INSTITUIÇÃO DE PAGAMENTO LTDA;4962772;n4;S4;C;3;SAO PAULO;SP;dez/25;7.506.791;0;30.919;5.791.509;2.077.913;1.715.283;102.524;1;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO MT/RR;26555235;b3S;S4;I;2;SORRISO;MT;dez/25;7.451.180;3.035.377;3.625.695;6.264.816;4.243.618;1.186.365;66.898;0;23
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PLANALTO - SICREDI PLANALTO RS/MG;88038260;b3S;S4;I;2;CRUZ ALTA;RS;dez/25;7.378.342;5.325.658;1.249.970;6.008.213;2.494.469;1.370.129;27.655;0;40
COOPERATIVA CENTRAL DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL SICOPER;21198087;b3C;S4;I;2;PASSO FUNDO;RS;dez/25;7.229.664;19.785;1.378.686;6.996.127;4.402.438;233.537;3.127;0;0
COOPERATIVA DE CRÉDITO SUL-SERRANA DO ESPÍRITO SANTO;815319;b3S;S5;I;2;VENDA NOVA DO IMIGRANTE;ES;dez/25;7.121.048;4.440.946;515.801;5.902.083;5.393.238;1.218.965;158.545;0;42
OMNI;50940;b1;S4;C;2;SAO PAULO;SP;dez/25;7.060.344;3.847.418;1.042.644;6.142.667;5.724.721;917.677;42.702;8;0
COOPERATIVA CENTRAL DE CRÉDITO DE GOIÁS, DISTRITO FEDERAL E TOCANTINS LTDA. - SICOOB NOVA CENTRAL;33416108;b3C;S4;I;2;GOIANIA;GO;dez/25;6.956.981;110.298;3.718.165;6.182.764;0;774.217;49.804;0;1
CENTRAL DAS COOPERATIVAS DE CREDITO UNICOOB - SICOOB CENTRAL UNICOOB;5036532;b3C;S4;I;2;MARINGA;PR;dez/25;6.708.973;0;3.678.362;6.286.764;6.686;422.209;36.140;0;0
REALIZE SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;27351731;n1;S4;I;3;PORTO ALEGRE;RS;dez/25;6.551.014;5.421.936;342.679;5.245.970;1.058.120;1.305.044;95.880;2;0
COOPERATIVA DE CRÉDITO SICOOB METROPOLITANO;3459850;b3S;S5;I;2;MARINGA;PR;dez/25;6.491.951;3.647.461;82.555;5.705.435;5.109.466;786.516;116.044;0;93
MIDWAY S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;S4;I;2;SAO PAULO;SP;dez/25;6.470.670;5.030.105;357.708;5.218.264;1.020.944;1.252.406;97.693;2;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89126130;b3S;S4;I;2;ENCANTADO;RS;dez/25;6.467.777;1.831.216;3.921.966;5.088.990;4.426.649;1.378.787;122.085;0;21
NEON;52285;n1;S4;C;2;SAO PAULO;SP;dez/25;6.375.134;3.857.675;1.104.976;5.514.232;5.334.386;860.902;-97.394;5;0
COOPERATIVA DE CRÉDITO ARACOOP LTDA. - SICOOB ARACOOP;3320525;b3S;S5;I;2;ARAGUARI;MG;dez/25;6.242.030;4.288.229;87.247;5.479.343;3.981.476;762.687;12.521;0;37
COOPERATIVA DE CRÉDITO ALIANÇA - SICREDI ALIANÇA;87795639;b3S;S4;I;2;MARAU;RS;dez/25;6.088.938;3.268.822;2.054.460;5.460.490;3.767.101;628.448;74.669;0;62
NEON PAGAMENTOS S.A. - INSTITUIÇÃO DE PAGAMENTO;20855875;n4;S4;C;2;SAO PAULO;SP;dez/25;6.064.920;2.769.719;605.944;5.646.113;1.558.842;418.807;83.987;1;0
COOPERATIVA CENTRAL DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL CENTRAL BRASIL;7202627;b3C;S4;I;2;CHAPECO;SC;dez/25;6.030.689;29.689;1.850.770;5.685.630;3.340.419;345.059;7.672;0;0
BANRISUL SOLUÇÕES EM PAGAMENTOS S.A. - INSTITUIÇÃO DE PAGAMENTO;92934215;n4;S2;C;1;PORTO ALEGRE;RS;dez/25;6.025.717;11.794;1.772.104;3.131.931;283.137;2.893.785;209.425;1;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NORTE MATO-GROSSENSE E OESTE PARAENSE - SICREDI GRANDES RIOS MT/PA/AM;37442605;b3S;S4;I;2;COLIDER;MT;dez/25;6.020.463;3.260.445;1.876.100;5.145.708;3.459.004;874.755;91.068;0;52
BANCO CATERPILLAR S.A.;2658435;b2;S4;I;3;SAO PAULO;SP;dez/25;5.880.814;5.649.595;0;4.557.602;4.280.428;1.323.212;40.979;2;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CONEXÃO - SICREDI CONEXÃO;87733770;b3S;S4;I;2;RODEIO BONITO;RS;dez/25;5.683.156;3.811.865;1.466.955;4.958.144;3.494.760;725.012;88.050;0;66
